_id,title,text
6baa5it4,HIV-1 tolerates changes in A-count in a small segment of the pol gene,"BACKGROUND: The HIV-1 RNA genome has a biased nucleotide composition with a surplus of As. Several hypotheses have been put forward to explain this striking phenomenon, but the A-count of the HIV-1 genome has thus far not been systematically manipulated. The reason for this reservation is the likelihood that known and unknown sequence motifs will be affected by such a massive mutational approach, thus resulting in replication-impaired virus mutants. We present the first attempt to increase and decrease the A-count in a relatively small polymerase (pol) gene segment of HIV-1 RNA. RESULTS: To minimize the mutational impact, a new mutational approach was developed that is inspired by natural sequence variation as present in HIV-1 isolates. This phylogeny-instructed mutagenesis allowed us to create replication-competent HIV-1 mutants with a significantly increased or decreased local A-count. The local A-count of the wild-type (wt) virus (40.2%) was further increased to 46.9% or reduced to 31.7 and 26.3%. These HIV-1 variants replicate efficiently in vitro, despite the fact that the pol changes cause a quite profound move in HIV–SIV sequence space. CONCLUSIONS: Extrapolating these results to the complete 9 kb RNA genome, we may cautiously suggest that the A-rich signature does not have to be maintained. This survey also provided clues that silent codon changes, in particular from G-to-A, determine the subtype-specific sequence signatures."
a4gddqw8,Specific antibody secreting cells from chickens can be detected by three days and memory B cells by three weeks post-infection with the avian respiratory coronavirus,"Infectious bronchitis virus (IBV), the first coronavirus described, has been a continuing problem in poultry for more than 70 years. IBV, causing a highly contagious respiratory disease in chickens, resembles the recently described severe acute respiratory syndrome virus in pathogenesis and genome organization. While previous studies demonstrated that effector and memory CD8(+) T lymphocytes are critical in controlling acute IBV infection and disease in chickens, here chicken anti-IBV antibody (IgG) secreting cells (ASC) in both peripheral blood mononuclear cells (PBMC) and spleens collected following IBV Gray infection were evaluated using an ELISPOT assay. The ASC in peripheral blood and spleens can be detected from 3 to 7 days post-infection (p.i.), which is 3–7 days earlier than anti-IBV IgG detected in the serum. The ASC frequency reached a maximum at 7–10 days p.i., and decreased more than 90% in the spleen and 70% in PBMC by 14 days p.i. The ASC levels in the PBMC then decreased gradually to 0.5 ASC/10(6) over the next 8 weeks. The higher concentration of about 20 ASC/10(6) cells in spleens may, at least partially, account for the presence of antibody in the serum although bone marrow ASC were not determined. In vitro stimulation of PBMC and splenocytes with IBV antigen demonstrated that memory B cells can be activated to secrete antibody by 3 weeks p.i. ELISPOT detection of primary B cells could be useful in the early detection of infection following infection with respiratory coronaviruses."
7zme0kxy,SARS-CoV and Emergent Coronaviruses: Viral Determinants of Interspecies Transmission,"Most new emerging viruses are derived from strains circulating in zoonotic reservoirs. Coronaviruses, which had an established potential for cross-species transmission within domesticated animals, suddenly became relevant with the unexpected emergence of the highly pathogenic human SARS-CoV strain from zoonotic reservoirs in 2002. SARS-CoV infected approximately 8000 people worldwide before public health measures halted the epidemic. Supported by robust time-ordered sequence variation, structural biology, well-characterized patient pools, and biological data, the emergence of SARS-CoV represents one of the best studied natural models of viral disease emergence from zoonotic sources. This review article summarizes previous and more recent advances into the molecular and structural characteristics, with particular emphasis on host-receptor interactions, that drove this remarkable virus disease outbreak in human populations."
q068aybo,A fast and simple one-step duplex PCR assay for canine distemper virus (CDV) and canine coronavirus (CCoV) detection,"The one-step polymerase chain reaction (one-step PCR) detection assay is an innovative PCR detection method, eliminating nucleic acid extraction steps, in which samples can be directly added to PCR reagents for testing. For simultaneous detection of CDV and CCoV, a sensitive and specific one-step duplex PCR (one-step dPCR) assay was developed with two pairs of primers that were designed based on H and M gene sequences of CDV and CCoV, respectively. The one-step dPCR with optimized detection conditions has high specificity and sensitivity; independent sequencing assays further verified these results."
obadq502,Positive effects of COVID-19 control measures on influenza prevention,"Abstract Coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has now become a pandemic threat to the whole world. At the same time, influenza virus has been active, with influenza virus and SARS-CoV-2 sharing the same transmission routes. This article aims to alert clinicians of the presence of co-infection with these two viruses and to describe the effect of the measures taken to fight COVID-19 on influenza prevention and control."
3dlsbr7c,Dengue Virus Type 2 (DENV2)-Induced Oxidative Responses in Monocytes from Glucose-6-Phosphate Dehydrogenase (G6PD)-Deficient and G6PD Normal Subjects,"BACKGROUND: Dengue virus is endemic in peninsular Malaysia. The clinical manifestations vary depending on the incubation period of the virus as well as the immunity of the patients. Glucose-6-phosphate dehydrogenase (G6PD) deficiency is prevalent in Malaysia where the incidence is 3.2%. It has been noted that some G6PD-deficient individuals suffer from more severe clinical presentation of dengue infection. In this study, we aim to investigate the oxidative responses of DENV2-infected monocytes from G6PD-deficient individuals. METHODOLOGY: Monocytes from G6PD-deficient individuals were infected with DENV2 and infection rate, levels of oxidative species, nitric oxide (NO), superoxide anions (O(2) (−)), and oxidative stress were determined and compared with normal controls. PRINCIPAL FINDINGS: Monocytes from G6PD-deficient individuals exhibited significantly higher infection rates compared to normal controls. In an effort to explain the reason for this enhanced susceptibility, we investigated the production of NO and O(2) (−) in the monocytes of individuals with G6PD deficiency compared with normal controls. We found that levels of NO and O(2) (−) were significantly lower in the DENV-infected monocytes from G6PD-deficient individuals compared with normal controls. Furthermore, the overall oxidative stress in DENV-infected monocytes from G6PD-deficient individuals was significantly higher when compared to normal controls. Correlation studies between DENV-infected cells and oxidative state of monocytes further confirmed these findings. CONCLUSIONS/SIGNIFICANCE: Altered redox state of DENV-infected monocytes from G6PD-deficient individuals appears to augment viral replication in these cells. DENV-infected G6PD-deficient individuals may contain higher viral titers, which may be significant in enhanced virus transmission. Furthermore, granulocyte dysfunction and higher viral loads in G6PD-deificient individuals may result in severe form of dengue infection."
1152vpv5,The impacts of simultaneous disease intervention decisions on epidemic outcomes,"Abstract Mathematical models of the interplay between disease dynamics and human behavioural dynamics can improve our understanding of how diseases spread when individuals adapt their behaviour in response to an epidemic. Accounting for behavioural mechanisms that determine uptake of infectious disease interventions such as vaccination and non-pharmaceutical interventions (NPIs) can significantly alter predicted health outcomes in a population. However, most previous approaches that model interactions between human behaviour and disease dynamics have modelled behaviour of these two interventions separately. Here, we develop and analyze an agent based network model to gain insights into how behaviour toward both interventions interact adaptively with disease dynamics (and therefore, indirectly, with one another) during the course of a single epidemic where an SIRV infection spreads through a contact network. In the model, individuals decide to become vaccinated and/or practice NPIs based on perceived infection prevalence (locally or globally) and on what other individuals in the network are doing. We find that introducing adaptive NPI behaviour lowers vaccine uptake on account of behavioural feedbacks, and also decreases epidemic final size. When transmission rates are low, NPIs alone are as effective in reducing epidemic final size as NPIs and vaccination combined. Also, NPIs can compensate for delays in vaccine availability by hindering early disease spread, decreasing epidemic size significantly compared to the case where NPI behaviour does not adapt to mitigate early surges in infection prevalence. We also find that including adaptive NPI behaviour strongly mitigates the vaccine behavioural feedbacks that would otherwise result in higher vaccine uptake at lower vaccine efficacy as predicted by most previous models, and the same feedbacks cause epidemic final size to remain approximately constant across a broad range of values for vaccine efficacy. Finally, when individuals use local information about others’ behaviour and infection prevalence, instead of population-level information, infection is controlled more efficiently through ring vaccination, and this is reflected in the time evolution of pair correlations on the network. This model shows that accounting for both adaptive NPI behaviour and adaptive vaccinating behaviour regarding social effects and infection prevalence can result in qualitatively different predictions than if only one type of adaptive behaviour is modelled."
5bmdzgla,Cytokine storm intervention in the early stages of COVID-19 pneumonia,"Abstract Clinical intervention in patients with corona virus disease 2019 (COVID-19) has demonstrated a strong upregulation of cytokine production in patients who are critically ill with SARS-CoV2-induced pneumonia. In a retrospective study of 41 patients with COVID-19, most patients with SARS-CoV-2 infection developed mild symptoms, whereas some patients later developed aggravated disease symptoms, and eventually passed away because of multiple organ dysfunction syndrome (MODS), as a consequence of a severe cytokine storm. Guidelines for the diagnosis and treatment of SARS-CoV-2 infected pneumonia were first published January 30th, 2020; these guidelines recommended for the first time that cytokine monitoring should be applied in severely ill patients to reduce pneumonia related mortality. The cytokine storm observed in COVID-19 illness is also an important component of mortality in other viral diseases, including SARS, MERS and influenza. In view of the severe morbidity and mortality of COVID-19 pneumonia, we review the current understanding of treatment of human coronavirus infections from the perspective of a dysregulated cytokine and immune response."
9s4i2nuh,Creating Bioethics Distance Learning Through Virtual Reality,"Abstract Bioethics education is a central element in the biotechnology curriculum. Re-imagining distance learning, virtual reality (VR) is taking student involvement to the next level of interaction, offering a real classroom experience and a new way to gain ethical reasoning skills. We explore a new paradigm for bioethics education that involves VR."
j1370ljf,Potential Therapeutic Targeting of Coronavirus Spike Glycoprotein Priming,"Processing of certain viral proteins and bacterial toxins by host serine proteases is a frequent and critical step in virulence. The coronavirus spike glycoprotein contains three (S1, S2, and S2′) cleavage sites that are processed by human host proteases. The exact nature of these cleavage sites, and their respective processing proteases, can determine whether the virus can cross species and the level of pathogenicity. Recent comparisons of the genomes of the highly pathogenic SARS-CoV2 and MERS-CoV, with less pathogenic strains (e.g., Bat-RaTG13, the bat homologue of SARS-CoV2) identified possible mutations in the receptor binding domain and in the S1 and S2′ cleavage sites of their spike glycoprotein. However, there remains some confusion on the relative roles of the possible serine proteases involved for priming. Using anthrax toxin as a model system, we show that in vivo inhibition of priming by pan-active serine protease inhibitors can be effective at suppressing toxicity. Hence, our studies should encourage further efforts in developing either pan-serine protease inhibitors or inhibitor cocktails to target SARS-CoV2 and potentially ward off future pandemics that could develop because of additional mutations in the S-protein priming sequence in coronaviruses."
who0xdyz,Influenza Sentinel Surveillance and Severe Acute Respiratory Infection in a Reference Hospital in Southern Brazil,"INTRODUCTION: We report the results of the active surveillance of influenza infections in hospitalized patients and the evaluation of the seasonality and correlation with temperature and rainfall data. METHODS: During the 2-year study period, 775 patients were tested for 15 respiratory viruses (RVs). RESULTS: Most of the 57% of (n=444) virus-positive samples were human rhinovirus and respiratory syncytial virus. However, 10.4% (n=46) were influenza virus (80% FluA; 20% FluB). Age and SARI were significantly associated with influenza. FluB circulation was higher is 2013. CONCLUSIONS: In the post-epidemic period, influenza remains an important cause of hospitalization in SARI patients."
8l7zukg4,A case of transient existence of SARS-CoV-2 RNA in the respiratory tract with the absence of anti-SARS-CoV-2 antibody response,ABSTRACT We report a patient who had travelled to Japan presented mild respiratory symptom during the COVID-19 infection outbreak period. There was transient existence of SARS-CoV-2 RNA in his oropharynx. The RNA was absent in the six respiratory specimens that were subsequently tested. Anti-SARS-CoV-2 antibody response in the acute and convalescent sera were absent. The reported case indicates that transient colonization of SARS-CoV-2 in the upper respiratory tract is possible without inciting any antibody response against the virus.
ajlpb9li,The neuroinvasive potential of SARS‐CoV2 may play a role in the respiratory failure of COVID‐19 patients,"Following the severe acute respiratory syndrome coronavirus (SARS‐CoV) and Middle East respiratory syndrome coronavirus (MERS‐CoV), another highly pathogenic coronavirus named SARS‐CoV‐2 (previously known as 2019‐nCoV) emerged in December 2019 in Wuhan, China, and rapidly spreads around the world. This virus shares highly homological sequence with SARS‐CoV, and causes acute, highly lethal pneumonia coronavirus disease 2019 (COVID‐19) with clinical symptoms similar to those reported for SARS‐CoV and MERS‐CoV. The most characteristic symptom of patients with COVID‐19 is respiratory distress, and most of the patients admitted to the intensive care could not breathe spontaneously. Additionally, some patients with COVID‐19 also showed neurologic signs, such as headache, nausea, and vomiting. Increasing evidence shows that coronaviruses are not always confined to the respiratory tract and that they may also invade the central nervous system inducing neurological diseases. The infection of SARS‐CoV has been reported in the brains from both patients and experimental animals, where the brainstem was heavily infected. Furthermore, some coronaviruses have been demonstrated able to spread via a synapse‐connected route to the medullary cardiorespiratory center from the mechanoreceptors and chemoreceptors in the lung and lower respiratory airways. Considering the high similarity between SARS‐CoV and SARS‐CoV2, it remains to make clear whether the potential invasion of SARS‐CoV2 is partially responsible for the acute respiratory failure of patients with COVID‐19. Awareness of this may have a guiding significance for the prevention and treatment of the SARS‐CoV‐2‐induced respiratory failure."
b316muwc,Radiotherapy for oncologic emergencies on weekends: examining reasons for treatment and patterns of practice at a Canadian cancer centre,"PURPOSE: Radiotherapy for oncologic emergencies is an important aspect of the management of cancer patients. These emergencies—which include malignant spinal cord compression, brain metastases, superior vena cava obstruction, and uncontrolled tumour hemorrhage —may require treatment outside of hospital hours, particularly on weekends and hospital holidays. To date, there remains no consensus among radiation oncologists regarding the indications and appropriateness of radiotherapy treatment on weekends, and treatment decisions remain largely subjective. The main aim of the present study was to document the incidence and indications for patients receiving emergency treatment on weekends or scheduled hospital holidays at a single institution. The secondary aim was to investigate the compliance of such treatment with the institution’s quality assurance policies, both local and provincial. METHODS: From September 1, 2002, to September 30, 2004, patients being treated over weekends (defined as commencing at 6 pm on a Friday and concluding at 8 am of the next scheduled workday) and hospital holidays were retrospectively identified using the Oncology Patient Information System scheduling module. Relevant patient data—including patient age, sex, primary cancer site, specific radiation field, rationale for treatment, referring hospital, total treatment dose, radiation dose fractionation, inpatient or outpatient status, and duration of treatment—were collected and subsequently analyzed. Comparison to local policy was performed subjectively. RESULTS: Over the 2-year period, 161 patients were prescribed urgent radiotherapy over a weekend or on a hospital holiday. Of this cohort, 68% were treated on both Saturday and Sunday, 22% on Saturday alone, and 10% on Sunday alone. Most patients presented with lung (31%), prostate (18%), and breast cancer (17%). The top reasons for referral for emergency weekend treatment included spinal cord compression (56%), brain metastases (15%), and superior vena cava obstruction (6%). Most of the indications for treatment generally followed the quality assurance policies implemented both locally and provincially. CONCLUSIONS: Patients treated over a weekend or on a hospital holiday were generally found to be treated with appropriate intent. Most treatment indications within this study both complied with provincial policy and showed a pattern of care similar to that seen in other studies in the literature. Local policy appears to be robust; however, policy improvements may allow for more cohesiveness across radiation oncologists in patterns of care in this important group of patients. Comparisons with practice at other institutions would be valuable and also a key step in developing sound guidelines for all members of the radiotherapy community to follow."
btj4ckkz,Assessment the protection performance of different level personal respiratory protection masks against viral aerosol,"New viral disease such as SARS and H1N1 highlighted the vulnerability of healthcare workers to aerosol-transmitted viral infections. This paper was to assess the protection performance of different level personal respiratory protection equipments against viral aerosol. Surgical masks, N95 masks and N99 masks were purchased from the market. The masks were sealed onto the manikin in the aerosol testing chamber. Viral aerosol was generated and then sampled simultaneously before and after the tested mask using biosamplers. This allows a percentage efficiency value to be calculated against test phage SM702 aerosols which surrogates of viral pathogens aerosol. At the same time, the masks face fit factor was determined by TSI8020. The viral aerosol particles aerodynamic diameter was 0.744 μm, and GSD was 1.29. The protection performance of the material of all the tested masks against viral aerosol was all >95 %. All the five surgical masks face fit factor were <8. F model N95 mask and H model N99 mask face fit factor were all >160. G model N95 mask face fit factor was 8.2. The protection performances of N95 or N99 masks were many times higher than surgical mask when considering the face fit factor. Surgical masks cannot offer sufficient protection against the inhalation of viral aerosol because they cannot provide a close face seal."
2eqrk42b,The Identification of a Calmodulin-Binding Domain within the Cytoplasmic Tail of Angiotensin-Converting Enzyme-2,"Angiotensin-converting enzyme (ACE)-2 is a homolog of the well-characterized plasma membrane-bound angiotensin-converting enzyme. ACE2 is thought to play a critical role in regulating heart function, and in 2003, ACE2 was identified as a functional receptor for severe acute respiratory syndrome coronavirus. We have recently shown that like ACE, ACE2 undergoes ectodomain shedding and that this shedding event is up-regulated by phorbol esters. In the present study, we used gel shift assays to demonstrate that calmodulin, an intracellular calcium-binding protein implicated in the regulation of other ectodomain shedding events, binds a 16-amino acid synthetic peptide corresponding to residues 762–777 within the cytoplasmic domain of human ACE2, forming a calcium-dependent calmodulin-peptide complex. Furthermore, we have demonstrated that ACE2 expressed in Chinese hamster ovary cells specifically binds to glutathione-S-transferase-calmodulin, but not glutathione-S-transferase alone, in pull-down assays using cell lysates. Finally, to investigate whether calmodulin has any effect on ACE2 ectodomain shedding in cells that endogenously express the enzyme, cells from a human liver cell line (Huh-7) expressing ACE2 were incubated with calmodulin-specific inhibitors, trifluoperazine and calmidazolium. Both trifluoperazine (25 μmol/liter) and calmidazolium, (25 μmol/liter) significantly increased the release of ACE2 into the medium (44.1 ± 10.8%, P < 0.05, Student’s t test; unpaired, two-tailed, and 51.1 ± 7.4% P < 0.05, one-way ANOVA, respectively;), as analyzed by an ACE2-specific quenched fluorescence substrate assay. We also show that the calmodulin-specific inhibitor-stimulated shedding of ACE2 is independent from phorbol ester-induced shedding. In summary, we have demonstrated that calmodulin is able to bind ACE2 and suggest that the ACE2 ectodomain shedding and/or sheddase(s) activation regulated by calmodulin is independent from the phorbol ester-induced shedding."
ratbgibg,Structures of human antibodies bound to SARS-CoV-2 spike reveal common epitopes and recurrent features of antibodies,"Summary Neutralizing antibody responses to coronaviruses mainly target the receptor-binding domain (RBD) of the trimeric spike. Here, we characterized polyclonal IgGs and Fabs from COVID-19 convalescent individuals for recognition of coronavirus spikes. Plasma IgGs differed in their focus on RBD epitopes, recognition of alpha- and beta-coronaviruses, and contributions of avidity to increased binding/neutralization of IgGs over Fabs. Using electron microscopy, we examined specificities of polyclonal plasma Fabs, revealing recognition of both S1A and RBD epitopes on SARS-CoV-2 spike. Moreover, a 3.4Å cryo-EM structure of a neutralizing monoclonal Fab-spike complex revealed an epitope that blocks ACE2 receptor binding. Modeling based on these structures suggested different potentials for inter-spike crosslinking by IgGs on viruses and that characterized IgGs would not be affected by identified SARS-CoV-2 spike mutations. Overall, our studies structurally define a recurrent anti-SARS-CoV-2 antibody class derived from VH3-53/VH3-66 and similarity to a SARS-CoV VH3-30 antibody, providing criteria for evaluating vaccine-elicited antibodies."
it4ka7v0,Estimation of incubation period distribution of COVID-19 using disease onset forward time: a novel cross-sectional and forward follow-up study,"BACKGROUND: The current outbreak of coronavirus disease 2019 (COVID-19) has quickly spread across countries and become a global crisis. However, one of the most important clinical characteristics in epidemiology, the distribution of the incubation period, remains unclear. Different estimates of the incubation period of COVID-19 were reported in recent published studies, but all have their own limitations. In this study, we propose a novel low-cost and accurate method to estimate the incubation distribution. METHODS: We have conducted a cross-sectional and forward follow-up study by identifying those asymptomatic individuals at their time of departure from Wuhan and then following them until their symptoms developed. The renewal process is hence adopted by considering the incubation period as a renewal and the duration between departure and symptom onset as a forward recurrence time. Under mild assumptions, the observations of selected forward times can be used to consistently estimate the parameters in the distribution of the incubation period. Such a method enhances the accuracy of estimation by reducing recall bias and utilizing the abundant and readily available forward time data. FINDINGS: The estimated distribution of forward time fits the observations in the collected data well. The estimated median of incubation period is 8·13 days (95% confidence interval [CI]: 7·37–8·91), the mean is 8·62 days (95% CI: 8·02–9·28), the 90th percentile is 14·65 days (95% CI: 14·00–15·26), and the 99th percentile is 20·59 days (95% CI: 19·47, 21·62). Compared with results in other studies, the incubation period estimated in this study is longer. INTERPRETATION: Based on the estimated incubation distribution in this study, about 10% of patients with COVID-19 would not develop symptoms until 14 days after infection. Further study of the incubation distribution is warranted to directly estimate the proportion with long incubation periods."
gq8pusi3,Relapsing encephalomyelitis following transfer of partial immunity to JHM virus,"Abstract Mice infected with the JHM strain mouse hepatitis virus (JHMV) develop a fatal encephalomyelitis with evidence of demyelination. It has previously been shown that the adoptive transfer of 5 × 107 nylon wool adherent (NWA) spleen cells from immunized donors to lethally infected recipients clears virus from the central nervous system (CNS) and prevents demyelination. Adoptive transfer of a smaller number (1 × 107) of NWA spleen cells from immunized donors also protects from death but does not significantly alter virus replication in the CNS during the acute phase of the infection. Moreover, these mice develop a transient non-fatal encephalomyelitis which occurs approximately 3 weeks post-infection. This delayed encephalomyelitis is associated with a mononuclear cell infiltration into the CNS but little or no evidence of virus replication or increased viral antigen. A virus-specific delayed-type hypersensitivity (DTH) response precedes this delayed onset of disease by 24 to 48 h. Resolution of disease correlates with a selective and permanent suppression of the JHMV-specific DTH reactivity. In addition, no virus-specific DTH is detected following adoptive transfer of viral-specific DTH effectors derived from immunized donors. In contrast, these mice respond to a heterologous antigen, KLH, suggesting that the resolution of the encephalitis is accompanied by a profound suppression in viral-specific DTH response."
y4zpl1ji,Corona Virus (COVID-19) “Infodemic” and Emerging Issues through a Data Lens: The Case of China,"Coronavirus (COVID-19) is a humanitarian emergency, which started in Wuhan in China in early December 2019, brought into the notice of the authorities in late December, early January 2020, and, after investigation, was declared as an emergency in the third week of January 2020. The WHO declared this as Public Health Emergency of International Concern (PHEIC) on 31th of January 2020, and finally a pandemic on 11th March 2020. As of March 24th, 2020, the virus has caused a casualty of over 16,600 people worldwide with more than 380,000 people confirmed as infected by it, of which more than 10,000 cases are serious. Mainly based on Chinese newspapers, social media and other digital platform data, this paper analyzes the timeline of the key actions taken by the government and people over three months in five different phases. It found that although there was an initial delay in responding, a unique combination of strong governance, strict regulation, strong community vigilance and citizen participation, and wise use of big data and digital technologies, were some of the key factors in China’s efforts to combat this virus. Being inviable and non-measurable (unlike radioactive exposure), appropriate and timely information is very important to form the basic foundation of mitigation and curative measures. Infodemic, as it is termed by WHO, is a key word, where different stakeholder’s participation, along with stricter regulation, is required to reduce the impact of fake news in this information age and social media. Although different countries will need different approaches, focusing on its humanitarian nature and addressing infodemic issues are the two critical factors for future global mitigation efforts."
t3asnzje,Comparative Seasonal Respiratory Virus Epidemic Timing in Utah,"Previous studies have found evidence of viral interference between seasonal respiratory viruses. Using laboratory-confirmed data from a Utah-based healthcare provider, Intermountain Health Care, we analyzed the time-specific patterns of respiratory syncytial virus (RSV), influenza A, influenza B, human metapneumovirus, rhinovirus, and enterovirus circulation from 2004 to 2018, using descriptive methods and wavelet analysis (n = 89,462) on a local level. The results showed that RSV virus dynamics in Utah were the most consistent of any of the viruses studied, and that the other seasonal viruses were generally in synchrony with RSV, except for enterovirus (which mostly occurs late summer to early fall) and influenza A and B during pandemic years."
7el8o6qq,Strategies for Rational Use of Personal Protective Equipment (PPE) Among Healthcare Providers During the COVID-19 Crisis,"As the coronavirus 2019 (COVID-19) began spreading globally with no clear treatment in sight, prevention became a major part of controlling the disease and its effects. COVID-19 spreads from the aerosols of an infected individual whether they are showing any symptoms or not. Therefore, it becomes nearly impossible to point exactly where the patient is. This is where personal protective equipment (PPE) comes in. These are masks, respirators, gloves, and in hospitals where the contact with the infected and confirmed patient is direct, also gowns or body covers. The PPEs play a major role in the prevention and control of the COVID-19. The PPE is able to prevent any invasion of the virus particles into the system of an individual which is why it is an essential item to have for healthcare workers. Due to the high demand for PPEs all around the world, it is important to optimize the use of protective gear and ration the supplies so that the demand are met. However, there are guidelines recommended by the World Health Organization (WHO) and the Centers for Disease Control and Prevention (CDC) to maintain the supply in the wake of this increased demand of PPE, how the manufacturers should track their supplies, and how the recipients should manage them. Various strategies can be used to increase the re-use of PPEs during the COVID-19 pandemic that has modified the donning and doffing procedure."
aaht8rq0,On the mechanisms of bananin activity against severe acute respiratory syndrome coronavirus,"In a previous study, severe acute respiratory syndrome coronavirus (SARS‐CoV) was cultured in the presence of bananin, an effective adamantane‐related molecule with antiviral activity. In the present study, we show that all bananin‐resistant variants exhibit mutations in helicase and membrane protein, although no evidence of bananin interference on their mutual interaction has been found. A structural analysis on protein sequence mutations found in SARS‐CoV bananin‐resistant variants was performed. The S259/L mutation of SARS‐CoV helicase is always found in all the identified bananin‐resistant variants, suggesting a primary role of this mutation site for bananin activity. From a structural analysis of SARS‐CoV predicted helicase structure, S259 is found in a hydrophilic surface pocket, far from the enzyme active sites and outside the helicase dimer interface. The S/L substitution causes a pocket volume reduction that weakens the interaction between bananin and SARS‐CoV mutated helicase, suggesting a possible mechanism for bananin antiviral activity."
f2iuy9e1,Calling for an exponential escalation scheme in vaccine development for COVID-19,"PURPOSE: COVID-19 as a pandemic calls for rapid development of vaccines. METHODS: Here a proposal of a seamless, adaptive, phase 1–3 trial for accelerated vaccine development is described. RESULTS: Starting at 10, the number of vaccinated volunteers would exponentially increase by tenfold at an interval of 2 weeks; close surveillance of antibody responses, safety and efficacy is necessary. After only 16 weeks, general vaccination would be feasible if supply meets the demand. CONCLUSION: A COVID-19 vaccine would be rapidly available at a slightly increased risk for undetected late side effects or insufficient efficacy if compared with standard vaccine development schemes."
q85u5v8s,Genomic determinants of pathogenicity in SARS-CoV-2 and other human coronaviruses,"SARS-CoV-2 poses an immediate, major threat to public health across the globe. Here we report an in-depth molecular analysis to reconstruct the evolutionary origins of the enhanced pathogenicity of SARS-CoV-2 and other coronaviruses that are severe human pathogens. Using integrated comparative genomics and machine learning techniques, we identify key genomic features that differentiate SARS-CoV-2 and the viruses behind the two previous deadly coronavirus outbreaks, SARS-CoV and MERS-CoV, from less pathogenic coronaviruses. These features include enhancement of the nuclear localization signals in the nucleocapsid protein and distinct inserts in the spike glycoprotein that appear to be associated with high case fatality rate of these coronaviruses as well as the host switch from animals to humans. The identified features could be crucial elements of coronavirus pathogenicity and possible targets for diagnostics, prognostication and interventions."
rt7gqiev,5′-O-Masked 2′-deoxyadenosine analogues as lead compounds for hepatitis C virus (HCV) therapeutic agents,"Abstract On the basis of our previous study on antiviral agents against the severe acute respiratory syndrome (SARS) coronavirus, a series of nucleoside analogues whose 5′-hydroxyl groups are masked by various protective groups such as carboxylate, sulfonate, and ether were synthesized and evaluated to develop novel anti-hepatitis C virus (HCV) agents. Among these, several 5′-O-masked analogues of 6-chloropurine-2′-deoxyriboside (e.g., 5′-O-benzoyl, 5′-O-p-methoxybenzoyl, and 5′-O-benzyl analogues) were found to exhibit effective anti-HCV activity. In particular, the 5′-O-benzoyl analogue exhibited the highest potency with an EC50 of 6.1μM in a cell-based HCV replicon assay. Since the 5′-O-unmasked analogue (i.e., 6-chloropurine-2′-deoxyriboside) was not sufficiently potent (EC50 =47.2μM), masking of the 5′-hydroxyl group seems to be an effective method for the development of anti-HCV agents. Presently, we hypothesize two roles for the 5′-O-masked analogues: One is the role as an anti-HCV agent by itself, and the other is as a prodrug of its 5′-O-demasked (deprotected) derivative."
szsb1oan,The deadly coronaviruses: The 2003 SARS pandemic and the 2020 novel coronavirus epidemic in China,"Abstract The 2019-nCoV is officially called SARS-CoV-2 and the disease is named COVID-19. This viral epidemic in China has led to the deaths of over 1800 people, mostly elderly or those with an underlying chronic disease or immunosuppressed state. This is the third serious Coronavirus outbreak in less than 20 years, following SARS in 2002–2003 and MERS in 2012. While human strains of Coronavirus are associated with about 15% of cases of the common cold, the SARS-CoV-2 may present with varying degrees of severity, from flu-like symptoms to death. It is currently believed that this deadly Coronavirus strain originated from wild animals at the Huanan market in Wuhan, a city in Hubei province. Bats, snakes and pangolins have been cited as potential carriers based on the sequence homology of CoV isolated from these animals and the viral nucleic acids of the virus isolated from SARS-CoV-2 infected patients. Extreme quarantine measures, including sealing off large cities, closing borders and confining people to their homes, were instituted in January 2020 to prevent spread of the virus, but by that time much of the damage had been done, as human-human transmission became evident. While these quarantine measures are necessary and have prevented a historical disaster along the lines of the Spanish flu, earlier recognition and earlier implementation of quarantine measures may have been even more effective. Lessons learned from SARS resulted in faster determination of the nucleic acid sequence and a more robust quarantine strategy. However, it is clear that finding an effective antiviral and developing a vaccine are still significant challenges. The costs of the epidemic are not limited to medical aspects, as the virus has led to significant sociological, psychological and economic effects globally. Unfortunately, emergence of SARS-CoV-2 has led to numerous reports of Asians being subjected to racist behavior and hate crimes across the world."
